x,y,z,id
44.45036,-0.652238,41.615585,186
31.26436,39.533762,38.630585,187
25.47236,-21.181238,36.175585,188
-54.56764,-8.334238,30.596585,189
-35.09164,25.366762,36.182585,190
-63.82764,18.967762,29.135585,191
-39.07964,24.383762,36.230585,192
-55.13364,13.790762,30.724585,193
41.78236,18.669762,37.910585,194
-15.18964,-0.820238,33.329585,195
-54.04464,-6.379238,33.688585,196
37.61536,59.141762,22.678585,197
-60.41964,45.878762,26.161585,198
32.98536,-24.747238,39.528585,199
24.76436,-71.956238,23.608585,200
-26.60764,-72.620238,21.240585,201
47.75036,-17.342238,35.721585,202
21.22736,2.243762,30.091585,203
-10.23364,7.479762,40.187585,204
-40.19464,-19.140238,35.104585,205
54.35036,31.444762,18.667585,206
39.93736,23.497762,37.450585,207
-74.41264,-3.248238,25.054585,208
72.19736,36.078762,24.420585,209
20.18736,-38.425238,29.577585,210
36.00436,-20.594238,39.009585,211
2.34136,-44.689238,41.564585,212
-24.41064,25.443762,38.856585,213
-5.27164,51.433762,35.750585,214
-27.34264,-22.647238,36.918585,215
19.20536,40.536762,40.388585,216
42.77536,72.684762,22.453585,217
-33.17264,-44.768238,27.601585,218
72.97336,1.655762,14.566585,219
28.85836,-48.047238,32.181585,220
9.46436,4.475762,38.299585,221
-64.68864,4.519762,34.127585,222
48.34636,48.341762,22.543585,223
55.39736,34.274762,23.391585,224
-49.15464,-25.521238,36.181585,225
47.07436,17.017762,38.021585,226
6.06336,64.699762,36.783585,227
-2.24464,7.614762,36.800585,228
10.23136,-52.701238,38.034585,229
26.20136,-60.893238,42.597585,230
-16.35264,-62.123238,32.464585,231
23.44736,-2.060238,39.234585,232
-27.31964,19.559762,35.956585,233
22.29836,-51.223238,30.736585,234
-36.28864,-60.597238,28.484585,235
-9.69364,54.216762,34.456585,236
66.82836,26.563762,18.824585,237
24.88936,-10.686238,37.265585,238
-21.32464,45.396762,36.615585,239
12.30736,-58.609238,43.139585,240
12.94036,69.633762,31.180585,241
28.64236,9.661762,37.201585,242
74.81836,-8.997238,24.516585,243
-47.84664,40.437762,38.327585,244
14.64236,-35.272238,24.647585,245
-81.11464,-35.857238,18.859585,246
57.54336,38.596762,25.004585,247
29.67436,76.190762,33.268585,248
-75.38964,0.117762,25.823585,249
-52.15764,16.376762,33.678585,250
5.54536,-77.164238,26.147585,251
70.89636,31.543762,23.304585,252
18.25536,-65.583238,39.546585,253
-39.11264,34.208762,35.606585,254
34.13736,11.113762,37.527585,255
1.48836,41.673762,34.389585,256
49.29636,-1.353238,39.785585,257
-32.81864,46.260762,36.949585,258
-48.24564,24.796762,34.532585,259
12.40936,-1.806238,39.494585,260
-53.31764,-40.611238,24.217585,261
-25.47764,59.624762,26.493585,262
11.98436,54.403762,38.991585,263
68.13236,2.685762,17.409585,264
-83.59864,10.396762,25.409585,265
0.14836,-70.606238,29.102585,266
-30.50464,-38.637238,37.429585,267
24.96136,36.708762,35.997585,268
-28.82164,-40.929238,29.350585,269
75.63836,20.777762,23.171585,270
-43.59364,-24.108238,38.401585,271
-79.79164,3.287762,26.592585,272
-50.69764,59.788762,31.205585,273
-3.92164,-9.338238,41.241585,274
-70.18364,43.774762,25.805585,275
5.39536,19.495762,37.397585,276
16.27636,-59.528238,44.580585,277
42.26936,-25.098238,37.377585,278
22.16336,39.177762,36.066585,279
0.45636,-75.936238,27.589585,280
69.37336,-27.489238,10.087585,281
48.00336,21.870762,39.183585,282
66.34736,-10.354238,19.413585,283
-42.50064,-42.905238,23.064585,284
39.06836,70.539762,31.138585,285
38.00136,-38.414238,35.155585,286
-49.68864,-39.997238,22.437585,287
-23.26664,-81.155238,20.578585,288
-3.36064,27.697762,40.314585,289
-46.87964,-6.665238,35.470585,290
43.60236,53.751762,28.231585,291
29.17936,-49.567238,26.433585,292
-19.56864,51.076762,27.415585,293
6.97936,81.936762,25.967585,294
24.04936,-59.449238,26.401585,295
-45.46564,20.234762,38.871585,296
-58.47564,28.256762,28.347585,297
49.51236,10.816762,38.407585,298
-35.62064,69.665762,29.589585,299
-41.82164,-6.793238,38.291585,300
34.77836,-11.017238,32.982585,301
-1.81864,59.531762,28.635585,302
-47.88864,-48.933238,27.418585,303
37.13636,-51.196238,30.017585,304
-5.58364,75.783762,27.688585,305
-28.36164,2.120762,37.577585,306
-11.75264,-2.419238,39.327585,307
-47.36964,-1.709238,36.490585,308
-8.74964,-56.562238,29.270585,309
-63.21964,13.853762,30.184585,310
32.96036,64.473762,30.501585,311
54.14036,46.793762,20.765585,312
-49.08164,31.317762,34.116585,313
-29.28164,-51.332238,32.139585,314
49.28736,-26.166238,41.051585,315
51.75136,-0.174238,36.665585,316
-43.25864,-70.263238,18.242585,317
-0.54864,-17.582238,39.539585,318
-15.99564,44.090762,32.760585,319
-67.40664,-11.939238,25.665585,320
-65.55564,-7.253238,27.021585,321
31.77336,-38.325238,37.171585,322
-18.23064,-57.142238,34.169585,323
48.57136,15.918762,37.258585,324
23.82836,-6.748238,37.681585,325
37.08036,-2.881238,41.426585,326
-3.08664,29.044762,38.016585,327
-48.65164,20.529762,39.946585,328
-80.23864,15.193762,23.804585,329
-15.54664,11.338762,39.753585,330
27.94236,49.080762,28.902585,331
-9.13764,-33.991238,41.991585,332
-36.07464,-70.818238,22.881585,333
-20.91864,56.395762,28.827585,334
-2.41864,1.552762,33.842585,335
-54.10264,35.479762,34.397585,336
-51.64964,-6.517238,32.225585,337
35.64836,-75.691238,28.132585,338
-31.74864,-53.925238,40.894585,339
-28.65364,69.546762,32.084585,340
-36.40464,29.188762,34.817585,341
52.18136,50.068762,22.462585,342
-32.69864,20.062762,38.827585,343
-20.41564,-31.227238,35.978585,344
-59.96164,26.025762,28.985585,345
-47.25564,-47.304238,29.739585,346
71.83536,-16.152238,25.038585,347
13.05536,-1.217238,39.264585,348
8.26536,13.954762,39.379585,349
-42.51464,62.016762,37.757585,350
4.74936,34.891762,39.683585,351
-19.81364,-40.334238,42.134585,352
24.83936,-25.141238,35.912585,353
58.65536,34.672762,25.948585,354
-21.51864,5.403762,40.045585,355
16.99236,72.082762,37.496585,356
18.78336,32.689762,37.104585,357
8.92436,-71.177238,28.049585,358
-29.45864,5.911762,38.037585,359
27.44236,-25.476238,38.997585,360
24.89236,18.886762,39.580585,361
-19.59864,-60.629238,30.170585,362
68.73136,-2.145238,18.901585,363
26.55136,-66.999238,29.898585,364
-73.83264,-25.613238,18.637585,365
53.49036,36.779762,22.434585,366
-68.19564,-39.844238,25.662585,367
30.83936,12.436762,37.634585,368
-52.23864,51.971762,38.985585,369
4.07036,38.374762,38.893585,370
-8.25064,-41.109238,40.293585,371
-78.14664,-6.714238,23.937585,372
51.43936,56.685762,27.098585,373
52.09036,-33.896238,38.612585,374
2.92136,51.871762,38.407585,375
68.95036,35.101762,19.679585,376
-36.18564,18.839762,41.436585,377
6.67236,-5.119238,33.127585,378
48.88336,30.504762,33.079585,379
-43.89064,40.507762,37.855585,380
45.71636,72.582762,21.195585,381
-44.95764,31.507762,26.677585,382
-44.28164,-9.350238,38.764585,383
26.77636,23.265762,38.994585,384
-18.11564,-25.501238,36.911585,385
-19.15664,41.283762,35.301585,386
-33.56564,-62.374238,20.407585,387
-45.49464,-51.493238,23.871585,388
-55.10564,-10.242238,35.852585,389
-26.49364,-23.611238,37.974585,390
28.71536,11.469762,36.826585,391
-17.87464,27.114762,36.802585,392
15.34936,27.590762,38.621585,393
-64.86264,-49.561238,25.374585,394
69.59836,-17.362238,20.973585,395
-0.89064,13.888762,38.557585,396
-19.74864,33.479762,33.797585,397
-16.66464,27.903762,38.032585,398
-12.10764,-68.104238,31.556585,399
-68.21664,16.246762,25.302585,400
-31.60964,-1.185238,37.887585,401
-61.80764,-8.501238,29.011585,402
-38.14564,-23.989238,33.303585,403
45.45736,-51.100238,33.831585,404
0.77636,-28.805238,35.559585,405
-18.46064,85.789762,45.653585,406
-49.08564,13.070762,35.977585,407
-47.45364,0.199762,30.118585,408
-31.89964,-57.607238,42.580585,409
42.80536,59.383762,24.595585,410
-40.91564,-53.713238,30.017585,411
-33.88064,-78.173238,16.724585,412
24.43236,36.693762,35.703585,413
-30.94764,30.277762,30.242585,414
19.58636,35.495762,38.628585,415
58.78436,48.485762,24.337585,416
71.90736,-9.823238,24.220585,417
-36.90064,30.962762,28.544585,418
-16.33664,50.779762,34.115585,419
1.50536,46.046762,38.922585,420
-6.87464,54.075762,32.969585,421
-46.70964,-42.881238,28.271585,422
-14.22964,-38.911238,39.674585,423
-17.56764,-30.772238,40.179585,424
-24.86564,-43.941238,39.713585,425
-48.10264,14.518762,38.917585,426
-16.32664,18.914762,35.692585,427
34.79736,-42.606238,38.733585,428
1.66936,-39.313238,37.232585,429
-31.42164,-65.222238,22.436585,430
5.96236,3.728762,37.816585,431
-6.25164,1.709762,36.195585,432
40.74936,0.940762,38.009585,433
11.77036,-34.455238,29.865585,434
6.09536,-27.025238,36.005585,435
-11.35864,-25.626238,40.070585,436
20.34836,-23.924238,36.975585,437
-27.74564,26.206762,37.462585,438
36.84736,67.202762,30.690585,439
39.46436,-40.247238,34.500585,440
-62.54364,12.777762,36.291585,441
11.50036,12.562762,38.414585,442
-72.94364,46.538762,20.431585,443
-78.21264,6.380762,23.570585,444
-14.25664,-52.725238,34.227585,445
-27.74164,43.056762,35.706585,446
-62.73264,9.759762,35.568585,447
83.55136,0.109762,29.084585,448
-5.78164,12.131762,37.648585,449
-6.84864,33.768762,37.843585,450
-73.51064,44.230762,23.748585,451
67.58836,20.050762,19.785585,452
-44.01364,-17.139238,29.947585,453
1.56836,69.468762,32.696585,454
-47.28464,-60.306238,27.933585,455
-76.90964,-28.523238,23.589585,456
43.46436,29.503762,36.996585,457
-56.76264,9.184762,35.285585,458
-24.82564,49.631762,39.461585,459
23.25736,27.754762,39.168585,460
42.18936,-41.985238,36.312585,461
19.43636,49.263762,24.772585,462
22.49736,-35.681238,36.555585,463
-65.71464,-1.524238,30.990585,464
35.42836,25.057762,40.155585,465
-50.64964,-53.298238,30.147585,466
-32.71364,-5.036238,35.401585,467
-61.48464,-19.560238,36.552585,468
-19.97464,-48.853238,31.595585,469
-21.95164,-4.154238,35.466585,470
-19.84664,-53.322238,40.364585,471
24.97136,61.012762,32.877585,472
46.52736,-32.354238,39.252585,473
-51.41764,6.885762,39.763585,474
-60.68864,19.086762,37.349585,475
38.41836,-45.661238,34.959585,476
0.68936,8.439762,40.830585,477
44.40836,-6.442238,33.962585,478
-73.27364,-11.168238,22.241585,479
-8.23064,-18.331238,39.469585,480
22.94836,24.680762,36.411585,481
-73.91864,4.908762,28.685585,482
0.64636,-84.115238,22.434585,483
8.14136,76.730762,24.844585,484
-60.54564,-7.232238,36.121585,485
27.50336,-11.626238,33.083585,486
-28.37564,-2.113238,33.049585,487
-22.32364,-25.790238,38.959585,488
-72.24164,-53.152238,20.327585,489
-2.69664,-3.601238,39.721585,490
2.13436,-67.758238,30.648585,491
-55.54464,-47.839238,19.689585,492
-28.52664,-45.621238,41.017585,493
-31.37564,-69.822238,24.612585,494
37.98536,-53.809238,21.889585,495
66.14236,26.345762,21.288585,496
38.35636,-29.149238,37.828585,497
-38.57964,-8.620238,34.339585,498
5.07236,-71.363238,29.710585,499
20.82636,-64.292238,27.599585,500
1.40236,28.240762,39.255585,501
40.05036,11.731762,37.506585,502
-63.61764,32.490762,32.011585,503
-38.03664,-33.312238,68.249585,504
-81.65564,-20.401238,22.902585,505
-4.99264,39.551762,34.581585,506
52.84436,42.461762,18.508585,507
16.36336,78.943762,23.478585,508
38.92836,-28.542238,38.538585,509
7.45136,24.804762,39.787585,510
39.96536,29.335762,36.110585,511
-4.77264,-9.031238,40.991585,512
64.69136,10.278762,21.113585,513
40.50336,-0.804238,40.907585,514
-62.12164,-5.185238,28.819585,515
-0.91264,-58.993238,34.181585,516
-3.68364,61.466762,35.665585,517
-40.18864,21.723762,34.036585,518
28.11436,16.882762,36.542585,519
41.72236,-47.979238,34.035585,520
-40.50064,0.990762,31.316585,521
42.88536,21.725762,31.410585,522
-69.24764,-44.580238,22.335585,523
-18.59164,-12.149238,39.559585,524
-17.85764,37.430762,6.401585,525
-26.06664,-25.594238,39.795585,526
18.96136,11.327762,38.976585,527
-34.28764,51.524762,34.604585,528
7.95036,-67.513238,29.735585,529
27.90836,6.072762,38.977585,530
-79.02664,11.039762,25.414585,531
9.41936,-4.920238,38.674585,532
-28.49164,-58.291238,29.593585,533
-73.26264,13.271762,36.378585,534
0.66036,29.382762,40.389585,535
53.36336,-54.270238,37.036585,536
-36.91864,-54.543238,20.933585,537
-5.20264,-54.274238,31.338585,538
-35.28064,9.172762,37.274585,539
-11.39064,-51.011238,35.819585,540
70.33936,-1.017238,10.183585,541
4.36936,30.164762,38.577585,542
66.45736,-9.258238,19.196585,543
-65.12564,-17.903238,25.600585,544
-25.72164,29.652762,35.933585,545
30.55336,-9.568238,34.630585,546
-45.49464,-33.181238,33.156585,547
18.06736,1.859762,36.266585,548
19.54736,-67.998238,26.011585,549
-26.12964,34.382762,36.247585,550
42.62236,23.703762,38.500585,551
-40.64764,31.673762,34.146585,552
-52.27764,20.292762,39.557585,553
-39.67564,-70.503238,19.473585,554
-64.43564,-43.505238,18.954585,555
-42.77264,-1.976238,38.522585,556
21.62236,67.337762,39.161585,557
-0.95564,38.334762,36.885585,558
34.08736,21.124762,38.863585,559
-22.71064,-22.596238,30.883585,560
-15.12764,24.698762,38.819585,561
-66.00964,-15.270238,19.992585,562
-6.10064,23.062762,37.553585,563
28.04236,-20.589238,39.250585,564
-88.84764,3.207762,24.185585,565
-33.84464,-23.693238,38.187585,566
-24.79364,-53.919238,29.700585,567
31.43436,-54.043238,25.411585,568
-3.72164,-69.477238,24.684585,569
-85.28964,14.656762,24.582585,570
-51.97964,-20.039238,32.775585,571
-26.60164,-29.100238,38.141585,572
12.49636,-54.685238,34.709585,573
11.75436,14.979762,31.850585,574
19.65236,-75.479238,24.556585,575
-69.32664,0.704762,23.236585,576
-76.91064,26.017762,29.471585,577
-70.49264,-20.836238,23.504585,578
-40.05964,16.392762,39.778585,579
-39.80564,62.257762,28.616585,580
-37.30264,-36.843238,34.360585,581
-13.10064,42.328762,36.073585,582
-34.41664,-32.282238,38.893585,583
-44.60864,2.870762,33.380585,584
-11.39064,-0.250238,40.052585,585
-0.73964,57.721762,33.849585,586
-19.97864,20.221762,38.501585,587
18.73036,-11.016238,40.068585,588
49.80336,48.359762,20.254585,589
69.47636,19.827762,16.898585,590
-18.73864,-82.460238,21.516585,591
-11.15264,-71.464238,34.800585,592
12.35936,57.547762,35.495585,593
6.59236,-10.029238,39.838585,594
-44.70364,35.102762,41.065585,595
0.44236,-78.702238,25.183585,596
2.86736,28.081762,39.633585,597
24.82336,48.791762,36.518585,598
-16.87264,-69.931238,22.443585,599
-20.13164,-56.812238,27.890585,600
-62.40364,-0.179238,29.747585,601
30.23736,20.747762,33.032585,602
26.39836,0.813762,39.883585,603
-68.26564,31.885762,24.943585,604
50.57236,-42.501238,36.967585,605
11.31036,-31.451238,35.192585,606
36.67236,72.942762,31.525585,607
-10.91264,-21.659238,40.756585,608
27.47136,28.670762,39.133585,609
-31.23864,62.181762,17.184585,610
10.63736,-49.833238,37.396585,611
-62.90064,-13.570238,28.754585,612
-4.47264,-29.838238,39.048585,613
-72.15764,-48.551238,19.746585,614
1.99436,-1.050238,38.788585,615
-18.28464,-26.046238,44.146585,616
-38.00364,-50.232238,24.537585,617
-22.37164,-68.605238,25.789585,618
18.26236,20.841762,36.855585,619
65.38236,36.568762,25.488585,620
2.89836,-48.375238,31.060585,621
-28.21064,40.025762,36.696585,622
18.85636,7.700762,36.916585,623
-8.10764,-12.694238,38.489585,624
43.66736,-27.940238,38.494585,625
40.02036,-55.125238,30.268585,626
72.23036,13.313762,19.585585,627
-15.00964,-29.072238,39.063585,628
38.45836,15.033762,39.198585,629
-21.71564,-45.643238,70.547585,630
30.00836,-38.176238,34.289585,631
-38.24264,-21.689238,41.038585,632
30.45536,-42.268238,39.241585,633
29.13336,15.394762,37.970585,634
47.51436,-37.190238,36.675585,635
2.77836,3.974762,37.902585,636
-12.94664,-57.902238,31.624585,637
-46.86164,29.576762,32.144585,638
-17.06964,-20.231238,39.911585,639
27.97536,-15.556238,35.858585,640
38.84836,20.416762,39.477585,641
40.00836,-7.458238,36.409585,642
-44.21564,7.523762,37.026585,643
-28.67464,-33.460238,38.605585,644
43.14936,-36.275238,27.541585,645
-8.02364,-51.460238,34.983585,646
-23.58364,53.475762,32.017585,647
24.41936,9.552762,36.289585,648
5.06536,2.122762,37.809585,649
52.73836,-39.296238,35.174585,650
-27.86364,-17.385238,39.673585,651
-51.53664,0.778762,37.350585,652
25.15436,70.794762,35.916585,653
-67.88564,13.030762,35.421585,654
6.20936,-2.305238,39.287585,655
-69.38164,19.006762,36.960585,656
28.01736,63.051762,33.357585,657
45.15736,78.474762,23.820585,658
-35.98764,-2.072238,38.179585,659
58.55136,42.578762,12.514585,660
-65.34364,16.926762,32.179585,661
-56.51164,-18.955238,27.351585,662
-57.15264,32.956762,30.015585,663
-53.33764,-4.502238,28.193585,664
43.99436,-33.267238,40.355585,665
46.99936,30.486762,33.409585,666
31.44336,40.130762,38.430585,667
-13.73964,46.967762,38.250585,668
-51.75564,11.865762,34.343585,669
-59.16964,50.395762,41.590585,670
-76.09664,-41.475238,16.194585,671
-45.55064,-14.957238,37.136585,672
-52.63364,33.462762,38.674585,673
24.50336,30.189762,39.527585,674
-49.59764,-18.715238,38.664585,675
-5.50964,6.139762,40.205585,676
10.36436,-19.811238,34.562585,677
47.91936,-66.284238,21.419585,678
2.88836,-6.487238,36.300585,679
13.87836,-29.384238,31.319585,680
12.72036,54.188762,39.527585,681
38.83536,-21.617238,40.579585,682
-16.53864,59.895762,26.235585,683
-56.57564,-58.502238,28.388585,684
-69.87764,-13.971238,27.882585,685
10.65536,17.954762,38.830585,686
-72.55164,18.084762,31.898585,687
24.30936,-14.632238,39.946585,688
-11.93164,10.880762,39.425585,689
-58.93864,2.373762,39.360585,690
-16.82264,-15.994238,38.084585,691
22.65836,-55.520238,25.566585,692
19.14836,-41.978238,40.552585,693
12.00336,-37.929238,26.679585,694
-47.45764,-38.577238,34.294585,695
13.55736,30.703762,35.966585,696
-13.61664,-16.315238,41.962585,697
-20.86764,30.770762,40.431585,698
33.40936,-58.207238,29.075585,699
-33.15764,-8.909238,34.469585,700
-14.02664,-38.717238,40.186585,701
12.29936,-79.945238,25.700585,702
-10.44564,-7.883238,40.875585,703
16.79536,12.267762,36.303585,704
44.51236,-10.237238,39.576585,705
-64.11664,28.328762,34.363585,706
13.94736,17.646762,36.722585,707
9.83136,-28.163238,39.027585,708
-16.80164,41.854762,32.356585,709
-16.38064,-26.375238,37.888585,710
-14.30364,17.855762,36.953585,711
27.97736,-7.320238,38.459585,712
77.04636,18.282762,22.327585,713
-67.78564,-36.338238,26.382585,714
-13.13864,-12.895238,37.944585,715
41.31436,6.869762,36.874585,716
58.90036,38.463762,16.937585,717
43.73336,8.644762,37.064585,718
-1.79864,34.853762,40.361585,719
30.42036,23.364762,38.879585,720
-22.69464,-1.834238,35.511585,721
-25.93464,29.569762,36.514585,722
11.41136,9.817762,38.768585,723
-59.70864,14.679762,28.336585,724
3.88136,-34.064238,31.004585,725
14.83536,-49.685238,34.987585,726
-33.33464,-42.398238,63.050585,727
15.62036,-43.172238,42.451585,728
48.60736,-7.351238,37.451585,729
-70.68864,14.599762,26.954585,730
42.73936,76.952762,22.426585,731
-0.70764,-24.236238,37.040585,732
39.15936,-57.477238,29.191585,733
-18.14764,-33.833238,33.711585,734
16.12636,-51.635238,28.722585,735
32.86436,2.232762,38.828585,736
7.63136,34.999762,34.343585,737
-14.45464,25.808762,38.839585,738
-28.08664,48.070762,31.826585,739
-41.83164,44.140762,32.193585,740
-7.05664,31.899762,37.980585,741
-13.74064,-45.342238,41.710585,742
47.19936,43.596762,21.688585,743
-36.81064,4.167762,37.140585,744
12.34236,69.216762,33.565585,745
2.69036,61.913762,32.719585,746
-77.09664,-24.644238,19.241585,747
-10.80864,62.375762,31.814585,748
26.22736,-35.116238,39.365585,749
64.02236,16.505762,26.838585,750
-6.41664,-4.013238,36.193585,751
68.38236,-10.853238,20.747585,752
50.10836,-10.285238,34.973585,753
36.76436,-35.149238,37.251585,754
-9.04564,-11.648238,37.226585,755
-49.52064,-42.803238,69.783585,756
27.97736,32.216762,34.513585,757
36.25136,0.110762,37.653585,758
-60.89764,30.442762,32.236585,759
70.98736,-8.148238,21.674585,760
-79.56864,-4.922238,27.213585,761
-25.02264,-14.591238,33.165585,762
-36.83164,1.350762,33.329585,763
-54.95964,-0.494238,27.256585,764
32.37936,-1.987238,40.513585,765
42.06936,-10.678238,33.082585,766
28.83436,80.464762,29.189585,767
-8.77464,49.688762,31.191585,768
47.25736,-26.275238,40.074585,769
-4.25564,-84.209238,24.869585,770
26.65036,58.972762,34.332585,771
14.35136,58.724762,29.890585,772
52.18236,30.585762,27.969585,773
-21.29564,21.265762,37.220585,774
-38.97164,40.298762,32.461585,775
