x,y,z,id
-44.51264,-23.332238,37.376585,776
-24.98364,64.942762,20.865585,777
9.40236,46.283762,40.513585,778
-64.25464,44.463762,25.977585,779
-4.50164,48.979762,38.170585,780
31.62836,61.400762,33.910585,781
-16.81164,-53.968238,12.352585,782
16.38536,8.657762,37.050585,783
2.83336,-55.613238,44.401585,784
-76.45864,-19.816238,21.832585,785
64.61136,24.316762,20.816585,786
11.14836,-8.196238,39.404585,787
-77.54664,-12.363238,20.081585,788
9.40136,-46.251238,25.636585,789
-46.66664,-54.621238,32.870585,790
45.64136,-21.363238,40.201585,791
-11.74264,-8.337238,40.638585,792
6.47936,-58.022238,41.786585,793
-25.27964,44.545762,38.591585,794
6.99336,11.026762,37.781585,795
-82.99964,2.703762,29.510585,796
-30.84664,-15.531238,36.883585,797
-20.04664,10.075762,38.601585,798
38.91536,-15.019238,36.181585,799
6.06236,40.963762,33.909585,800
-65.96964,-5.279238,26.771585,801
-76.57964,19.150762,21.210585,802
8.95636,30.207762,40.029585,803
-19.64764,77.470762,25.447585,804
51.49536,45.543762,20.590585,805
38.59136,-41.793238,29.229585,806
-29.65764,12.402762,38.744585,807
-6.25664,-20.965238,41.380585,808
29.99536,-33.544238,35.310585,809
36.00736,32.761762,36.198585,810
17.78536,-46.688238,39.579585,811
